TICKER,NSE CODE,GOOGLE CODE,LAST PRICE,ATM STRIKE,ATM CE VALUE,ATM PE VALUE,UPPER BAND CONS,LOWER BAND CONS,COMBINED PREMIUM,% PREMIUM
The Ramco Cements Limited (XNSE:RAMCOCEM),RAMCOCEM,NSE:RAMCOCEM,989.55,990.0,24.9,25.35,1040.25,939.75,50.25,5.08%
RBL Bank Limited (XNSE:RBLBANK),RBLBANK,NSE:RBLBANK,158.0,157.5,7.05,6.7,171.25,143.75,13.75,8.7%
REC Limited (XNSE:RECLTD),RECLTD,NSE:RECLTD,522.1,520.0,19.8,17.2,557.0,483.0,37.0,7.09%
Reliance Industries Limited (XNSE:RELIANCE),RELIANCE,NSE:RELIANCE,1248.6,1250.0,24.2,25.45,1299.65,1200.35,49.65,3.98%
Steel Authority of India Limited (XNSE:SAIL),SAIL,NSE:SAIL,114.53,115.0,3.75,4.2,122.95,107.05,7.95,6.94%
SBI Cards and Payment Services Limited (XNSE:SBICARD),SBICARD,NSE:SBICARD,705.35,705.0,16.4,16.85,738.25,671.75,33.25,4.71%
SBI Life Insurance Company Limited (XNSE:SBILIFE),SBILIFE,NSE:SBILIFE,1428.8,1420.0,40.6,31.6,1492.2,1347.8,72.2,5.05%
State Bank of India (XNSE:SBIN),SBIN,NSE:SBIN,805.7,810.0,16.75,20.75,847.5,772.5,37.5,4.65%
SHREE CEMENT LIMITED (XNSE:SHREECEM),SHREECEM,NSE:SHREECEM,26748.8,26750.0,673.45,683.15,28106.6,25393.4,1356.6,5.07%
Shriram Finance Limited (XNSE:SHRIRAMFIN),SHRIRAMFIN,NSE:SHRIRAMFIN,3071.05,3050.0,115.7,94.2,3259.9,2840.1,209.9,6.83%
Siemens Limited (XNSE:SIEMENS),SIEMENS,NSE:SIEMENS,6732.2,6700.0,208.7,176.8,7085.5,6314.5,385.5,5.73%
SJVN Limited (XNSE:SJVN),SJVN,NSE:SJVN,109.04,110.0,4.0,4.95,118.95,101.05,8.95,8.21%
Sona BLW Precision Forgings Limited (XNSE:SONACOMS),SONACOMS,NSE:SONACOMS,599.5,600.0,23.15,23.5,646.65,553.35,46.65,7.78%
SRF Limited (XNSE:SRF),SRF,NSE:SRF,2237.5,2240.0,56.2,56.95,2353.15,2126.85,113.15,5.06%
Sun Pharmaceutical Industries Limited (XNSE:SUNPHARMA),SUNPHARMA,NSE:SUNPHARMA,1888.65,1880.0,36.0,28.2,1944.2,1815.8,64.2,3.4%
Sun TV Network Limited (XNSE:SUNTV),SUNTV,NSE:SUNTV,692.9,690.0,19.05,16.55,725.6,654.4,35.6,5.14%
Supreme Industries Limited (XNSE:SUPREMEIND),SUPREMEIND,NSE:SUPREMEIND,4733.1,4700.0,190.4,175.0,5065.4,4334.6,365.4,7.72%
Syngene International Limited (XNSE:SYNGENE),SYNGENE,NSE:SYNGENE,877.45,880.0,24.6,26.55,931.15,828.85,51.15,5.83%
Tata Chemicals Limited (XNSE:TATACHEM),TATACHEM,NSE:TATACHEM,1038.9,1040.0,31.95,32.65,1104.6,975.4,64.6,6.22%
Tata Communications Limited (XNSE:TATACOMM),TATACOMM,NSE:TATACOMM,1753.95,1760.0,46.4,51.8,1858.2,1661.8,98.2,5.6%
TATA CONSUMER PRODUCTS LIMITED (XNSE:TATACONSUM),TATACONSUM,NSE:TATACONSUM,933.2,930.0,22.7,19.7,972.4,887.6,42.4,4.54%
Tata Elxsi Limited (XNSE:TATAELXSI),TATAELXSI,NSE:TATAELXSI,6715.05,6700.0,235.35,229.05,7164.4,6235.6,464.4,6.92%
Tata Motors Limited (XNSE:TATAMOTORS),TATAMOTORS,NSE:TATAMOTORS,769.05,770.0,20.3,20.9,811.2,728.8,41.2,5.36%
Tata Power Company Limited (XNSE:TATAPOWER),TATAPOWER,NSE:TATAPOWER,398.2,400.0,10.3,11.95,422.25,377.75,22.25,5.59%
TATA Steel Limited (XNSE:TATASTEEL),TATASTEEL,NSE:TATASTEEL,138.93,139.0,3.65,3.6,146.25,131.75,7.25,5.22%
Tata Consultancy Services Limited (XNSE:TCS),TCS,NSE:TCS,4149.8,4150.0,101.95,101.35,4353.3,3946.7,203.3,4.9%
Tech Mahindra Limited (XNSE:TECHM),TECHM,NSE:TECHM,1736.0,1740.0,43.8,48.25,1832.05,1647.95,92.05,5.3%
Tube Investments of India Limited (XNSE:TIINDIA),TIINDIA,NSE:TIINDIA,3695.3,3700.0,124.35,142.0,3966.35,3433.65,266.35,7.21%
Titan Company Limited (XNSE:TITAN),TITAN,NSE:TITAN,3413.0,3400.0,91.15,75.45,3566.6,3233.4,166.6,4.88%
Torrent Pharmaceuticals Limited (XNSE:TORNTPHARM),TORNTPHARM,NSE:TORNTPHARM,3452.55,3450.0,89.3,84.25,3623.55,3276.45,173.55,5.03%
Trent Limited (XNSE:TRENT),TRENT,NSE:TRENT,7363.45,7400.0,221.3,257.8,7879.1,6920.9,479.1,6.51%
TVS Motor Company Limited (XNSE:TVSMOTOR),TVSMOTOR,NSE:TVSMOTOR,2518.45,2520.0,67.8,70.7,2658.5,2381.5,138.5,5.5%
United Breweries Limited (XNSE:UBL),UBL,NSE:UBL,2121.95,2120.0,51.55,50.65,2222.2,2017.8,102.2,4.82%
UltraTech Cement Limited (XNSE:ULTRACEMCO),ULTRACEMCO,NSE:ULTRACEMCO,11849.15,11800.0,293.35,250.7,12344.05,11255.95,544.05,4.59%
Union Bank of India (XNSE:UNIONBANK),UNIONBANK,NSE:UNIONBANK,122.04,122.0,4.25,4.25,130.5,113.5,8.5,6.96%
United Spirits Limited (XNSE:UNITDSPR),UNITDSPR,NSE:UNITDSPR,1698.25,1700.0,40.0,41.9,1781.9,1618.1,81.9,4.82%
UPL Limited (XNSE:UPL),UPL,NSE:UPL,512.85,510.0,14.9,11.8,536.7,483.3,26.7,5.21%
Varun Beverages Limited (XNSE:VBL),VBL,NSE:VBL,652.75,650.0,21.05,18.1,689.15,610.85,39.15,6.0%
Vedanta Limited (XNSE:VEDL),VEDL,NSE:VEDL,453.0,450.0,15.2,12.15,477.35,422.65,27.35,6.04%
Voltas Limited (XNSE:VOLTAS),VOLTAS,NSE:VOLTAS,1839.85,1840.0,48.3,48.85,1937.15,1742.85,97.15,5.28%
Wipro Limited (XNSE:WIPRO),WIPRO,NSE:WIPRO,304.55,305.0,9.45,9.8,324.25,285.75,19.25,6.32%
Yes Bank Limited (XNSE:YESBANK),YESBANK,NSE:YESBANK,19.71,20.0,0.6,0.9,21.5,18.5,1.5,7.61%
Zomato Limited (XNSE:ZOMATO),ZOMATO,NSE:ZOMATO,285.05,285.0,10.2,10.1,305.3,264.7,20.3,7.12%
Zydus Lifesciences Limited (XNSE:ZYDUSLIFE),ZYDUSLIFE,NSE:ZYDUSLIFE,997.6,1000.0,23.8,25.7,1049.5,950.5,49.5,4.96%
